"wkt","typ","delka"
"MULTILINESTRING ((16.6001983882373 49.2097663166231,16.5998150196628 49.2096680523093,16.5994185099396 49.2095664171225,16.5989573502407 49.2094482093087,16.598444067631 49.2093086044688))","jízda cyklistů v protisměru - E12","137.58301032100"
"MULTILINESTRING ((16.6027455555384 49.2104374113679,16.6028041146247 49.2104376093477,16.6030772224842 49.2105081227057,16.603533825522 49.2106260114098,16.6039749990939 49.2107399148038,16.6041738257475 49.2107912471556,16.6041929585308 49.2108081514043))","jízda cyklistů v protisměru - E12","113.86720218600"
"MULTILINESTRING ((16.5883250978346 49.2209558588609,16.5885564290935 49.2206166087065,16.5888387365886 49.2202025913647,16.589048579983 49.2198948401826))","jízda cyklistů v protisměru - E12","129.22299640200"
"MULTILINESTRING ((16.589048579983 49.2198948401826,16.5893472267012 49.2194597489368,16.5896482936953 49.2190211214366,16.5898663769824 49.2187033886364))","jízda cyklistů v protisměru - E12","145.26927445300"
"MULTILINESTRING ((16.5951173405914 49.223275177246,16.5953368241445 49.2233102534327,16.5963775221881 49.2234756620005,16.5969477065305 49.2235578563167,16.5974070118901 49.2236182852242,16.5974685586759 49.2236229486587,16.5974737291833 49.2236356713132))","jízda cyklistů v protisměru - E12","177.08033344200"
"MULTILINESTRING ((16.6186382608625 49.2309205687461,16.6187316920453 49.2310879645836,16.618895785319 49.2313887719143,16.6190357624006 49.2316453686179,16.6193332358988 49.2320191480889,16.619661844342 49.232258551587))","piktogramový koridor pro cyklisty - V20","168.31080709200"
"MULTILINESTRING ((16.6199987057465 49.2324359801194,16.620289708667 49.2325551987012,16.6204850331379 49.2326210007331,16.6206233754963 49.232667606198,16.6209298096141 49.2327516768863,16.6212234965038 49.2328231362978,16.621712494131 49.232934406301,16.6221119723932 49.2330213769787,16.6225468055553 49.233118464137))","piktogramový koridor pro cyklisty - V20","201.14433258200"
"MULTILINESTRING ((16.6235929096684 49.2333519034265,16.6237080981025 49.2333775627202))","piktogramový koridor pro cyklisty - V20","8.86032082025"
"MULTILINESTRING ((16.6239107382332 49.2334219337617,16.6244780185366 49.2335461484392))","piktogramový koridor pro cyklisty - V20","43.55874813400"
"MULTILINESTRING ((16.6248426024351 49.2336259772962,16.6254981320419 49.233769507529,16.6260217471235 49.2338860010637,16.6269080975438 49.234080637592,16.6280304127971 49.2343270776552,16.628254277546 49.234373368204))","piktogramový koridor pro cyklisty - V20","261.97917373200"
"MULTILINESTRING ((16.6321161450047 49.2086714097407,16.6322497895966 49.2086908698016,16.6327056517922 49.2087467895763,16.6329988556555 49.2087914345655,16.6332438256324 49.2089093097508,16.6334858613037 49.2089171174115,16.633916197395 49.208960857311,16.6341715478878 49.2089484971197,16.634494001315 49.2089696360122,16.6347909246845 49.2090226175027,16.6351106345297 49.2090684571167,16.6355081538696 49.209128786348,16.6355889424464 49.2091588195572,16.6356381771404 49.2092044430772,16.6356719450441 49.2092574449923))","stezka pro chodce a cyklisty (nedělená) - C9","274.85461695200"
"MULTILINESTRING ((16.6334915842165 49.203045982305,16.6330219806917 49.2030024648825,16.6324433195906 49.2029488423036,16.6320720137979 49.2029144343873,16.6318177473374 49.2028928491977,16.631759195569 49.202900561826,16.6316555054339 49.2029480653166,16.6313610132337 49.2031032919119,16.6308104400786 49.203393494142,16.6305831732711 49.2035132817566,16.6302868741962 49.2036694547393))","jízda cyklistů v protisměru - E12","264.71046060500"
"MULTILINESTRING ((16.6395789840288 49.1936794543246,16.6395033865106 49.193798418152,16.6393735936753 49.1940744896042,16.6393072041344 49.1942231155866,16.6391084193691 49.1945745851779,16.6389735898571 49.1948129712349,16.638785849188 49.1950685407458,16.6383069937984 49.1957203914163,16.6381321923557 49.1959603709179))","jízda cyklistů v protisměru - E12","275.19490600900"
"MULTILINESTRING ((16.6366244137485 49.197962974899,16.6366927223989 49.1979025859204,16.6368250950869 49.1977229054966,16.637595811662 49.1966761210537,16.637878500064 49.1962913557458,16.6381321923557 49.1959603709179))","jízda cyklistů v protisměru - E12","248.47175110600"
"MULTILINESTRING ((16.5883451233832 49.2209264915528,16.5884065764998 49.2208363707576,16.5885892266704 49.2205685100353,16.5888387365886 49.2202025913647,16.589048579983 49.2198948401826))","piktogramový koridor pro cyklisty - V20","125.64629427900"
"MULTILINESTRING ((16.589048579983 49.2198948401826,16.5892903534128 49.2195426071018,16.5894941138736 49.2192457491508,16.5896912808067 49.218958492073,16.5897560849561 49.2188640771055))","piktogramový koridor pro cyklisty - V20","125.67716538900"
"MULTILINESTRING ((16.5952322491677 49.2232935411161,16.5953368241445 49.2233102534327,16.5955654837912 49.2233465975008,16.5959852968383 49.2234133229274,16.5962676896737 49.2234582057136,16.5964099853925 49.2234803417821,16.59663838678 49.2235144962593,16.5967534219015 49.2235306978135,16.5970899682187 49.2235765733102,16.5973606370218 49.2236121839642))","jízdní pruh pro cyklisty - V14","159.04315241300"
"MULTILINESTRING ((16.5869591907439 49.2178348045971,16.5870055763462 49.2178731901574,16.5872154879624 49.2179316126624,16.5873595921147 49.2179702042026))","jízdní pruh pro cyklisty - V14","33.39868212010"
"MULTILINESTRING ((16.5873898390237 49.2180729708088,16.5872126140725 49.2180219629714))","jízdní pruh pro cyklisty - V14","14.10107868070"
"MULTILINESTRING ((16.5880321224578 49.2181378252722,16.5888207588179 49.2183565705939,16.5899015296603 49.2186530490982))","stezka pro chodce a cyklisty (dělená) - C10","147.73820489100"
"MULTILINESTRING ((16.6329375014819 49.2029965400841,16.6328998202887 49.2029911446056,16.6321713437694 49.2029236392025,16.6318899464231 49.2028990886597,16.6318177473375 49.2028928491978,16.631759195569 49.202900561826,16.6313079109162 49.2031270356534,16.6305831732711 49.2035132817566,16.6302868741962 49.2036694547393,16.6301029138654 49.203474623186))","piktogramový koridor pro cyklisty - V20","249.44066824700"
"MULTILINESTRING ((16.5001113371217 49.2160873561749,16.5009917785567 49.2157432773968))","jízda cyklistů v protisměru - E12","74.68445955890"
"MULTILINESTRING ((16.5551208298227 49.2091858403396,16.5550981152136 49.2092095486035,16.5550822266037 49.2092303966678,16.5548631284993 49.2095777766512,16.5537689916524 49.2113029200405,16.553546487042 49.211639110559,16.553457025449 49.2117279818713,16.5533394594011 49.211816477196,16.5532528101339 49.2118634866066,16.5531461477211 49.2119043017065,16.5529661921519 49.211944810737,16.5527960035073 49.2119552879013,16.5525394542068 49.2119329210446,16.5522117414423 49.211880150278,16.5513532649765 49.2117385658521))","piktogramový koridor pro cyklisty - V20","472.32707121500"
"MULTILINESTRING ((16.5513532649765 49.2117385658521,16.5512219004987 49.2117154701549))","jízdní pruh pro cyklisty - V14","9.90907199145"
"MULTILINESTRING ((16.5793596157307 49.2237673753321,16.5795292589191 49.2236711587139,16.5795844051967 49.2236066951252,16.5796079828932 49.2235493952532,16.5796074711891 49.2234657802578,16.5795971174277 49.2234315768419,16.5795795019574 49.2233936915173,16.5795490002625 49.223356066322,16.5794763100882 49.2232930106138))","jízdní pruh pro cyklisty - V14","62.26505866660"
"MULTILINESTRING ((16.5763913461958 49.226338832586,16.5764116429922 49.2263021945485,16.5764566895725 49.2262628836985,16.576485663753 49.2262430536723,16.5765118000721 49.2262186801402,16.5765275699455 49.2261876902106,16.5767159523956 49.2261968303189,16.5770256147559 49.2262400084858,16.5771961784861 49.2262600019327,16.5773435004221 49.2262610665124,16.5774589439162 49.2262486488139,16.5775352141537 49.2262300998715,16.5776546248828 49.22618781396,16.5776920163996 49.2261622792882,16.5777466506685 49.2261284435025,16.5777980659466 49.2260856953894,16.5783060901384 49.2254225994268,16.579249527584 49.2241218164556,16.5793706462726 49.2239233767293,16.5793851205474 49.2238643445,16.5793801276173 49.2238169540685,16.5793596157307 49.2237673753321))","jízdní pruh pro cyklisty - V14","403.81287595400"
"MULTILINESTRING ((16.5888125121667 49.2328095284972,16.587371297826 49.2324534282627,16.5874197553386 49.2323763355399))","piktogramový koridor pro cyklisty - V20","121.44704207900"
"MULTILINESTRING ((16.6397948490856 49.200985585496,16.6400124146412 49.2009816746289,16.6404552531117 49.200983274022,16.6408139351569 49.201030082871,16.641051948535 49.2010791263698))","stezka pro chodce a cyklisty (nedělená) - C9","92.96169545610"
"MULTILINESTRING ((16.641051948535 49.2010791263698,16.6412692832583 49.2011275130669,16.6420900362043 49.2014317888438,16.6422830863966 49.2014678177571,16.6429696876386 49.2017165498502))","stezka pro chodce a cyklisty (nedělená) - C9","157.23768650600"
"MULTILINESTRING ((16.6456635143003 49.1990431298542,16.6454927393992 49.1993040141077,16.6446779812092 49.2003365505905,16.6446242767321 49.2004920185443,16.6444954848542 49.2006756554032,16.644396471277 49.200751682578,16.644347515025 49.2008153570787,16.6441395810501 49.2010858024352,16.6439314718084 49.2012584630881,16.643553478529 49.2017253879994,16.6434970563151 49.2018397746524,16.6434636441221 49.2019075120524,16.6434078261815 49.2019786985164))","stezka pro chodce a cyklisty (nedělená) - C9","367.17828516500"
"MULTILINESTRING ((16.6789320983402 49.1816315469824,16.6794898195026 49.1813615937107,16.6804435390495 49.1809086508206))","stezka pro chodce a cyklisty (nedělená) - C9","136.39180853100"
"MULTILINESTRING ((16.6397131054161 49.1889596112965,16.6404928900355 49.1887972191145))","piktogramový koridor pro cyklisty - V20","59.63657397910"
"MULTILINESTRING ((16.6385305758623 49.1892260581121,16.638824965866 49.1891688781641,16.638987967417 49.1891199671611,16.6393923375387 49.1890264102041,16.6395778875485 49.1889877701255))","piktogramový koridor pro cyklisty - V20","80.89245071240"
"MULTILINESTRING ((16.6410114244317 49.1886892294642,16.6406048326312 49.1887739062565))","piktogramový koridor pro cyklisty - V20","31.09561919230"
"MULTILINESTRING ((16.6410777604196 49.1886754141705,16.641932159489 49.1884942362028))","piktogramový koridor pro cyklisty - V20","65.45355353240"
"MULTILINESTRING ((16.6430782863477 49.1882521538264,16.6424031660076 49.1883938296906))","piktogramový koridor pro cyklisty - V20","51.66905924260"
"MULTILINESTRING ((16.6431411720107 49.1882392591332,16.6480854947462 49.1872252983231))","jízdní pruh pro cyklisty - V14","377.61591079200"
"MULTILINESTRING ((16.6486084336004 49.1871188968385,16.6493540373867 49.1869671852047))","jízdní pruh pro cyklisty - V14","56.90569960790"
"MULTILINESTRING ((16.6536868781214 49.1860772190664,16.6544653637738 49.1859154580071,16.6561768849641 49.1855749840651))","jízdní pruh pro cyklisty - V14","189.90365610200"
"MULTILINESTRING ((16.6588438717977 49.1850436212579,16.6576261061228 49.18529008127,16.6562486876565 49.1855606996546))","piktogramový koridor pro cyklisty - V20","197.71827969400"
"MULTILINESTRING ((16.6563472245326 49.1855410966659,16.6576261061228 49.18529008127,16.6592014968575 49.1849721055383))","jízdní pruh pro cyklisty - V14","217.46668524900"
"MULTILINESTRING ((16.663024490996 49.1842155794572,16.6636848365212 49.1840851132346,16.6638932594936 49.1840434910115,16.6662198694109 49.1835835266675,16.6670443234445 49.1834385315103,16.6676351611985 49.1833346178547))","jízdní pruh pro cyklisty - V14","350.11790615100"
"MULTILINESTRING ((16.6594970314028 49.184913466322,16.6622743356238 49.1843637653089))","jízdní pruh pro cyklisty - V14","211.47605318500"
"MULTILINESTRING ((16.6628958757401 49.1842409897956,16.6623656033115 49.1843457372653))","piktogramový koridor pro cyklisty - V20","40.37085508220"
"MULTILINESTRING ((16.6276072592782 49.1752420388482,16.6281934811924 49.1752820913732,16.6282316404147 49.1752891309824,16.6282647633365 49.1753007890885,16.6282982437718 49.1753195595399,16.6286905615208 49.1755395080493))","piktogramový koridor pro cyklisty - V20","89.44890612260"
"MULTILINESTRING ((16.5840166149471 49.1731992956102,16.5852012779808 49.1731391158458,16.5858649650903 49.1731084305021,16.5866496823793 49.1730694301956))","jízdní pruh pro cyklisty - V14","192.52246647800"
"MULTILINESTRING ((16.5869407104919 49.1730538862972,16.5867763442497 49.1730626652387,16.5842079200859 49.1731892129467))","piktogramový koridor pro cyklisty - V20","199.81794853900"
"MULTILINESTRING ((16.5869407104919 49.1730538862972,16.5872375158767 49.1730380330664,16.5879369017693 49.1730003665723,16.5902983730842 49.1728613792423,16.5910168238359 49.1728179791445))","piktogramový koridor pro cyklisty - V20","298.35183788900"
"MULTILINESTRING ((16.5883250978346 49.2209558588609,16.590808672755 49.2216460900118))","jízda cyklistů v protisměru - E12","196.51373183800"
"MULTILINESTRING ((16.5933349529163 49.2219849042743,16.5919002598134 49.2216921664105,16.5918015698805 49.2216868820153,16.5917281556974 49.2216097635753))","jízda cyklistů v protisměru - E12","126.77391908200"
"MULTILINESTRING ((16.5956031658066 49.2224556870904,16.5954110774198 49.2224116406865,16.5933349529163 49.2219849042743))","jízda cyklistů v protisměru - E12","173.31725147700"
"MULTILINESTRING ((16.6000907425778 49.2097387252577,16.598444067631 49.2093086044688,16.5969391910316 49.2089113407997,16.5952469249213 49.2084739759551))","piktogramový koridor pro cyklisty - V20","379.90533847800"
"MULTILINESTRING ((16.6028749268855 49.2104558923534,16.6034870051778 49.2106139231417,16.6040141503161 49.2107500227614))","jízdní pruh pro cyklisty - V14","89.21135061450"
"MULTILINESTRING ((16.6051596279075 49.2021807162403,16.6046220046863 49.2019255328647))","jízda cyklistů v protisměru - E12","48.37354648840"
"MULTILINESTRING ((16.6050905305842 49.2021479194178,16.6048921146711 49.2020537414699))","piktogramový koridor pro cyklisty - V20","17.85276850840"
"MULTILINESTRING ((16.5989453153335 49.1998849842754,16.6001033155315 49.2000458486904,16.6008671346031 49.200151948222,16.6009803354703 49.2001703375405,16.6010137526712 49.2001786949904,16.6010251162924 49.2001823499788,16.6011212176447 49.2002376550471))","jízda cyklistů v protisměru - E12","164.50543925300"
"MULTILINESTRING ((16.5990099390837 49.199893961863,16.5995939612635 49.1999750929433,16.6006001646737 49.2001148649559,16.6008251591945 49.2001461177027))","piktogramový koridor pro cyklisty - V20","135.21692405600"
"MULTILINESTRING ((16.5989453153335 49.1998849842754,16.5990043659967 49.1998431679259,16.5990936903562 49.1997763843906,16.5991742751991 49.199722997657,16.6005307334342 49.1988273677018,16.6014353659572 49.1982317378085,16.602067393955 49.1978159072601,16.6021604997285 49.1977610929071))","jízda cyklistů v protisměru - E12","332.72268445100"
"MULTILINESTRING ((16.6019966385628 49.197862459917,16.6012952686684 49.1983239529976,16.6005307334342 49.1988273677018,16.5992484461174 49.199673859939,16.5990784473332 49.1997881339984,16.5990373832489 49.199819786926))","piktogramový koridor pro cyklisty - V20","306.41463576600"
"MULTILINESTRING ((16.602218372746 49.1978010784815,16.6022656290047 49.1978326845143,16.6023188820524 49.1978634967383,16.602491046999 49.1979434508242,16.6025165124476 49.1979531979371,16.6027152460578 49.1980292645582))","jízdní pruh pro cyklisty - V14","44.39604278860"
"MULTILINESTRING ((16.6045093319391 49.1964101663085,16.6045467350371 49.196417552366,16.6047400992041 49.1964829435061))","piktogramový koridor pro cyklisty - V20","18.70417283760"
"MULTILINESTRING ((16.6048149307315 49.1965644100015,16.6047999554178 49.1965923218562,16.6047770995704 49.1966519381328,16.6046780372426 49.196928973399,16.604571041372 49.1972302800972))","piktogramový koridor pro cyklisty - V20","76.16889314030"
"MULTILINESTRING ((16.6061840711917 49.1985131640913,16.6065762351151 49.1982028424496,16.6067664445146 49.1980523276357,16.606831453342 49.1980169683039))","jízdní pruh pro cyklisty - V14","72.69484587030"
"MULTILINESTRING ((16.6070366471478 49.1942171054968,16.6069708268048 49.1943475110296,16.6068840366867 49.1945169696286,16.6068313195496 49.1945995583605,16.6067741538046 49.1946838851875,16.6066851745453 49.1948021577148,16.6065418826615 49.1949792509609,16.6062724014965 49.1952873283553,16.6061521122212 49.1954316638381,16.6060586937182 49.1955721890359,16.6060220815472 49.1956432786311,16.6059740467573 49.1957697187419))","jízda cyklistů v protisměru - E12","189.97951633400"
"MULTILINESTRING ((16.6070366471478 49.1942171054968,16.6069071252436 49.1944718891037,16.6068732545365 49.1945338613919,16.6067741538046 49.1946838851875,16.6067383534134 49.1947342050042,16.6066189358201 49.1948867981995,16.6064118225338 49.1951315952103,16.6062053231557 49.1953659693576,16.6061201237772 49.1954744463303,16.6060586937182 49.1955721890359,16.6060132975982 49.1956623323968,16.6059894121151 49.1957258514526))","piktogramový koridor pro cyklisty - V20","184.98386265900"
"MULTILINESTRING ((16.6057369948985 49.192498505136,16.6057379007784 49.1925779722904,16.6057507421848 49.1926485408577,16.6057827306928 49.1927293323786,16.6058367063617 49.1928193469641,16.6058977064372 49.1929142641558,16.60596327641 49.1929944537576,16.606011768029 49.1930465890079,16.6060673418566 49.1930838105051,16.6061539907577 49.1931367774049,16.6063343160722 49.1932459390981,16.6064282889066 49.1932958671268,16.6065375354586 49.1933444749535,16.6065874474058 49.193362746576,16.6066545379357 49.193386150598,16.6067423790462 49.1934126868009,16.6068601708914 49.1934420173576,16.6069599117426 49.193464869825,16.6070887751147 49.1934946141419))","piktogramový koridor pro cyklisty - V20","159.49126488200"
"MULTILINESTRING ((16.6119318148475 49.1973564299577,16.6122357348792 49.1974823110751,16.6125811298935 49.197624656108))","piktogramový koridor pro cyklisty - V20","55.93533236430"
"MULTILINESTRING ((16.6118423125276 49.1973057713755,16.6119318148475 49.1973564299577,16.6126445405692 49.1976507888683))","jízda cyklistů v protisměru - E12","70.01262416480"
"MULTILINESTRING ((16.6136529648282 49.1967131973013,16.6128924420663 49.1964229798213,16.6126941279446 49.196346730876))","jízda cyklistů v protisměru - E12","80.89186670840"
"MULTILINESTRING ((16.6135884408813 49.196688575121,16.6127365232207 49.1963630313022))","piktogramový koridor pro cyklisty - V20","71.86835320380"
"MULTILINESTRING ((16.6172428423929 49.1904940834897,16.6171175484625 49.1905359641415,16.6165380842309 49.1907470273502,16.6161735276641 49.19085816024,16.6161445842204 49.1908637994658,16.6161191241683 49.1908658864273,16.6160057793117 49.1908669431776,16.615827238023 49.1908686072908,16.6157428504472 49.1908693936764,16.6156571273259 49.1908667853557,16.6155837040971 49.1908640713873))","piktogramový koridor pro cyklisty - V20","130.98590776900"
"MULTILINESTRING ((16.6169860679714 49.1918105987872,16.6170748359339 49.191252048773,16.6171575803235 49.1907313891083,16.6171713815689 49.1906229873629))","piktogramový koridor pro cyklisty - V20","132.75687986400"
"MULTILINESTRING ((16.6173630502924 49.1904649120918,16.6183329413999 49.1902471387847,16.6194726182379 49.189993923827,16.6200242425648 49.1898739994072))","jízdní pruh pro cyklisty - V14","204.79309357600"
"MULTILINESTRING ((16.5551548900676 49.209133723578,16.5550176520349 49.2093327801806,16.5547365535096 49.2097805699774,16.5545648092637 49.210055728769,16.5540515513884 49.2108577863503,16.553589534346 49.2115811220303,16.5534862445999 49.211700828173,16.5533394594011 49.211816477196,16.5530973519536 49.2119174388237,16.5528899107764 49.2119518537821,16.5526689303529 49.2119497533216,16.5524584286962 49.2119198738065,16.551517842872 49.2117661754933,16.5511837728948 49.2117091363731))","jízda cyklistů v protisměru - E12","491.18362559200"
"MULTILINESTRING ((16.5930535497237 49.2003047906402,16.5931321406211 49.2000644237017,16.5932545976502 49.1996898945821))","nápis ""TAXI CYKLO BUS""","69.93016046910"
"MULTILINESTRING ((16.6622743356238 49.1843637653089,16.663024490996 49.1842155794572))","jízdní pruh pro cyklisty - V14","57.11117199160"
"MULTILINESTRING ((16.5483498099761 49.1799520486673,16.5476076042184 49.1798039927817,16.547143102744 49.1797053077321,16.5467003831636 49.1796088617577))","nápis ""TAXI CYKLO BUS""","126.16371417300"
"MULTILINESTRING ((16.5654444997551 49.1930355492113,16.5651566693944 49.1929517734771,16.5646951380159 49.1928726546164,16.5641001839746 49.1928794316917,16.5638610532018 49.1929423574493,16.5633479450931 49.1931024269017,16.5628508432711 49.1932641462318,16.5622541529398 49.1934633326488,16.5617896951615 49.193620332579,16.5613344986839 49.1937684621858,16.5611240413264 49.1938307126062,16.5608086270186 49.193916869782,16.5606393586332 49.1939596850413,16.5605122486396 49.1939918358613,16.5601226195751 49.1940782749171,16.559883025736 49.1941295084134,16.5596004786966 49.1941828485853,16.5592389619828 49.1942419869979,16.5589486519139 49.1942774979138,16.5588216922007 49.1942910492267,16.5581176799067 49.1943554400235,16.5578069168613 49.1943898933312,16.5574443886989 49.194437874078,16.5572195374717 49.1944705780499,16.5569654855143 49.19452061994,16.5567412740695 49.1945810449843,16.5565297241096 49.1946672711782,16.5562719966526 49.1947996838199,16.5559938851646 49.1950058117201))","jízdní pruh pro cyklisty - V14","746.51679617400"
"MULTILINESTRING ((16.6190061749787 49.1747869550656,16.6190241324669 49.1746192681569,16.6190497795311 49.1744249909878,16.6190923083823 49.1741971004745,16.6191678554646 49.1738761635842,16.6192028462437 49.1737400953228,16.6193138150226 49.1734859208739,16.6194425918266 49.1732886328709,16.619543998109 49.1732000893015,16.6195704788333 49.1731721428617,16.6195995389447 49.1730593301779,16.6196332359352 49.1729501923177,16.6197210156778 49.1727649008427,16.6198508064563 49.1725668162445,16.6198972507104 49.1724933156562,16.6199449477621 49.1724264719043,16.6201099188869 49.172228416964,16.6201735106942 49.1721049812964,16.6202451866003 49.1719563076089,16.6203869601367 49.1717861057404,16.620524912769 49.1716629017083,16.6207531318463 49.1715008052916,16.6208877227645 49.1714103703153,16.6209696719738 49.1713473843532,16.6210482648244 49.1712350051214,16.6211175290843 49.1711339168038,16.62125878117 49.1710210934392,16.6213782184067 49.1709314049054,16.6214337766034 49.1708890057807,16.621502296621 49.1708158174489,16.6215740083214 49.1707274375606,16.6216192301928 49.1706717044343,16.621746940627 49.1705552907545,16.6218029694758 49.1705166348126,16.6219249188572 49.1704444873086,16.6219904496425 49.1704074736633,16.6220804643619 49.1702996481082,16.6221181420246 49.1702453186845,16.6221290469559 49.1701822519788,16.6221845189555 49.1700747182267,16.6222147351687 49.1700161431915,16.6222891532607 49.1699039152437,16.6223720284518 49.1697893001704,16.622449761081 49.169654447091,16.6225597596037 49.1694523422035,16.6226552491502 49.1692532235025,16.6227312892673 49.1690758416913,16.6227911954712 49.1688636479028,16.6228205960633 49.1686669803953,16.6228578301388 49.1685050056263,16.6228930458148 49.1682874558796,16.6228913680716 49.1682358802438,16.6228857460671 49.1681341803698,16.6229130966496 49.1680755245262,16.6229468973861 49.168021928933,16.6230065439336 49.1678048863566,16.6230504218626 49.1675905988263,16.6230801732783 49.1673178262264,16.6231004575263 49.1671318522864,16.6231143049596 49.1670048927784,16.6231485010551 49.1668649718752,16.6232218062752 49.1667595591069,16.623262700407 49.1667112139802,16.6234097098684 49.1665372832568))","stezka pro chodce a cyklisty (nedělená) - C9","994.98850226200"
"MULTILINESTRING ((16.6424654066426 49.2020594410908,16.6426022190676 49.2020321234734,16.6426609572613 49.2021080580668,16.6431856487546 49.2022886115056))","stezka pro chodce a cyklisty (nedělená) - C9","63.07346817710"
"MULTILINESTRING ((16.5595401615471 49.2117586363544,16.5595606955862 49.2119491522241))","prejezd","21.23872133560"
"MULTILINESTRING ((16.5575475672861 49.2101977653341,16.5574287753903 49.2102468192341))","prejezd","10.23039964670"
"MULTILINESTRING ((16.5603315732197 49.21603248789,16.5603187166395 49.216189028121))","prejezd","17.43295872180"
"MULTILINESTRING ((16.6217335456267 49.1692948491769,16.6218642124008 49.1693197573568,16.622207912797 49.169385273961,16.6225597596037 49.1694523422035))","stezka pro chodce a cyklisty (nedělená) - C9","62.73860756810"
"MULTILINESTRING ((16.6234148100348 49.1665036084949,16.6234241357583 49.1663764469994))","prejezd","14.15700197680"
"MULTILINESTRING ((16.6223421401089 49.16647630626,16.6223473310289 49.1663591993219))","prejezd","13.02806911800"
"MULTILINESTRING ((16.5756063241396 49.1918638991572,16.5756912388211 49.1919396924568))","prejezd","10.45659757330"
"MULTILINESTRING ((16.5756420065178 49.1920987900116,16.5755397654558 49.1921324646577))","prejezd","8.33964897850"
"MULTILINESTRING ((16.5756950580152 49.1919507195588,16.5756887088885 49.1919907998927,16.5756745900884 49.1920234469148,16.5756570996285 49.1920873072038))","jízdní pruh pro cyklisty - V14","15.46941414430"
"MULTILINESTRING ((16.5711216652664 49.193593151645,16.57102509911 49.1936245220745))","prejezd","7.85495919366"
"MULTILINESTRING ((16.5665444974735 49.1933021824657,16.5664871249727 49.1933912379624))","prejezd","10.74978037330"
"MULTILINESTRING ((16.5662765426248 49.1933611606775,16.5659444583693 49.1932640308807))","prejezd","26.50349247150"
"MULTILINESTRING ((16.5717756266438 49.2169855565961,16.5716813242006 49.216899555544))","prejezd","11.77513481530"
"MULTILINESTRING ((16.5958611263251 49.1774441806195,16.5957112878062 49.1774268413444))","prejezd","11.09277715430"
"MULTILINESTRING ((16.5885183811188 49.1871837166968,16.5885776272364 49.1872227495991))","prejezd","6.12287685561"
"MULTILINESTRING ((16.5830286004875 49.220529690767,16.5825974712189 49.2203889626822))","prejezd","35.08727428000"
"MULTILINESTRING ((16.5898710570393 49.218642792495,16.5899538399871 49.2186654020712))","prejezd","6.53339544482"
"MULTILINESTRING ((16.6015526768317 49.2154755833578,16.6015256857145 49.2155287363067))","prejezd","6.22924593626"
"MULTILINESTRING ((16.6031320411091 49.2157825151972,16.6032204956665 49.2158025503554))","prejezd","6.81804957236"
"MULTILINESTRING ((16.6758021686727 49.1673718743267,16.6759161593929 49.1674035293447))","prejezd","9.02677106978"
"MULTILINESTRING ((16.6535884954481 49.1359294778467,16.6535839470759 49.135985169425))","prejezd","6.20189269507"
"MULTILINESTRING ((16.6162757471814 49.2075606570067,16.6162490198509 49.2075891382551))","prejezd","3.71798063759"
"MULTILINESTRING ((16.6070584912543 49.1884777778007,16.6072413851983 49.1886003809691,16.607662710044 49.1889151077451))","jízdní pruh pro cyklisty - V14","65.62950058480"
"MULTILINESTRING ((16.5675968144722 49.1936562076567,16.5670013541469 49.1934792038084,16.5664550823227 49.1933261797413,16.5654444997551 49.1930355492113))","jízdní pruh pro cyklisty - V14","171.38140930900"
"MULTILINESTRING ((16.5675968144722 49.1936562076567,16.5678042935012 49.1937167518755,16.5681361878127 49.1938135638114,16.5686820355041 49.1939723958049,16.5687247406072 49.1939848221028,16.5688419204934 49.1940147842023,16.5689256617718 49.1940333198563,16.5689633881208 49.1940405287164,16.569081630694 49.1940508841473,16.5691188846185 49.1940522421676,16.5692118481596 49.1940515621925,16.5692930733564 49.1940469510452,16.5694269142361 49.1940351779254,16.569510303391 49.1940149797516,16.5696725434926 49.1939756820947,16.5697614453844 49.19395414854,16.5699469509688 49.1938962052034,16.5702274369678 49.1938085934814,16.5707971022771 49.1936099839883,16.5710140690625 49.1935375065631))","jízdní pruh pro cyklisty - V14","270.79469563800"
"MULTILINESTRING ((16.5710140690625 49.1935375065631,16.5717961851247 49.1932561434516,16.572082258587 49.1931597279847,16.5722207133333 49.1931167656089))","jízdní pruh pro cyklisty - V14","99.63339064830"
"MULTILINESTRING ((16.5927910381428 49.2027637588695,16.592841821481 49.2030069291053,16.5929633312388 49.2032722552216,16.5931630632291 49.2036172127327,16.593352181067 49.2038398458567))","nápis ""TAXI CYKLO BUS""","127.46074179100"
"MULTILINESTRING ((16.6072825174087 49.1935856865936,16.6072012147182 49.1936571886873,16.6071855865051 49.1936723880397,16.6071481591526 49.1937227393939,16.6071132935264 49.1937918136937,16.6070677070821 49.1938821273163,16.6070082321893 49.1940180784216,16.6069310831297 49.1941944289842,16.6070366471478 49.1942171054968))","jízda cyklistů v protisměru - E12","81.07607458630"
"MULTILINESTRING ((16.6072825174087 49.1935856865936,16.6071855865051 49.1936723880397,16.6071457771994 49.1937173516349,16.6070587003756 49.1939027154105,16.6069310831297 49.1941944289842,16.6070366471478 49.1942171054968))","piktogramový koridor pro cyklisty - V20","81.14378334940"
