"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.5346866936401 49.2211636487493,16.5346883778681 49.221224014752,16.5346803624348 49.2212704806023,16.5346613218252 49.2213408538684,16.5346286950229 49.2214455352307,16.534569900863 49.2216003605205,16.5345218264548 49.2217306233526,16.5343823121987 49.2220798658397,16.5342168480221 49.2225168986501,16.5341910816465 49.2225795545428,16.5341396018449 49.2226572886844,16.5340941154113 49.2227015290059,16.5340257271498 49.2227530880846,16.5336587921794 49.2230241129829,16.5336068980175 49.2230603871196,16.533553234589 49.2230931878068,16.5334055156165 49.2231732704622,16.5332921910772 49.2232209844053,16.5331671363835 49.2232653270265,16.5330673340349 49.2232923875021,16.5327460024478 49.2233683830357,16.5324412030094 49.2234214068204,16.5318238680211 49.2235166772163,16.5314272587776 49.2235578889515,16.531197094424 49.2235691156723,16.5310248019388 49.2235753428095,16.5309351516027 49.2235804220279,16.5308886797629 49.2235849696849,16.5308490046711 49.223590998286,16.5307350787103 49.2236108054646,16.5307762591545 49.2236985100025,16.5308467542894 49.2238962283094,16.5308890253003 49.2240039118017,16.5310325765892 49.2244851056796,16.5311097711432 49.2247785562665,16.5313211110463 49.2257431250974,16.5313632249449 49.2260216745734,16.5313699502801 49.2261164139034,16.531365621875 49.226185486771,16.5313429640712 49.2263164804412))","296","90","200"
"LINESTRING ((16.5189197419558 49.2243863596286,16.5187852312977 49.2242820166662,16.5186077775692 49.2241196890669,16.5181423566979 49.2236925880143,16.517872624547 49.2234592432382,16.5176349467759 49.2232936868388,16.5174306027128 49.2231816274016,16.5172224727631 49.2230765333155,16.5169529961546 49.2229583612438,16.5167296802879 49.2228830258804,16.516546463106 49.2228347149842,16.5163410194024 49.2227805602352,16.5161738360305 49.222712319543,16.515941338818 49.2226037226354,16.5157681351311 49.2225334127239,16.5159133160162 49.2223873944985,16.5159500931158 49.2222895351011,16.5160109542403 49.2220152280144,16.5160332385606 49.2218718145591,16.5160381654078 49.2217918377613,16.5160083564369 49.2216882955478,16.5159477833352 49.2215837258396,16.5158120725717 49.2214618333716,16.5157354601612 49.221414462258,16.5155361807308 49.2213325231463,16.5153849972529 49.2212983548878,16.515090721935 49.2212626207234,16.5147783260593 49.2212311963152,16.5114449676444 49.2209734530492,16.5113597794119 49.2209675289014))","333","0","0"
"LINESTRING ((16.5189197419558 49.2243863596286,16.5189046977952 49.2243515406139,16.5189502331031 49.2243253104396,16.5189742008758 49.2243074868395,16.5189894022899 49.2242941918873,16.5190012706593 49.2242818342991,16.5190096330224 49.2242681401693,16.519039441575 49.2242070420989,16.5190648473308 49.2241549462871,16.5191047089351 49.2240162287913,16.5193659023143 49.2220438839414,16.5194183981108 49.2216134299727,16.5195919576108 49.2202248878178,16.5196152572885 49.2199577966028,16.5195922000212 49.2197475429489,16.5195427866602 49.2195677872823,16.5194900191356 49.2194420679749,16.5194179152058 49.2193080891481,16.5193493534117 49.2192331634769,16.5192833212369 49.2191629419162,16.5191129915584 49.2190664366828,16.5189683944535 49.219027588102,16.519046340515 49.2189022721195,16.5191637578693 49.2187862050226,16.5192420573254 49.2187241464898,16.5193681314606 49.2186530249425))","332","0","0"
"LINESTRING ((16.5216359385187 49.2155321952272,16.5218105005198 49.2155395346492,16.5217736329823 49.2158069207283,16.5217400153158 49.2162568177233,16.5214589718718 49.2180012263097,16.5212174444357 49.2195144419342,16.5211275192105 49.220098170587,16.520983477323 49.2210037745408))","328","20","0"
"LINESTRING ((16.5193681314606 49.2186530249425,16.5201414359668 49.218235279964,16.5202005668378 49.2182102944491,16.5202305028566 49.2182030297118,16.5202739698732 49.2181932961658,16.5203085397397 49.2181897102068,16.5204446961135 49.2181806419272,16.5204319807758 49.2180606851818,16.5204349179987 49.2179545135258,16.5204786325825 49.2177206357205,16.5205873209485 49.2170294260225,16.5206253259471 49.2168421791082,16.5206558921245 49.2167392518924,16.5206943655479 49.2166452131547,16.5207307137612 49.2165721900981,16.5207724972236 49.21650217951,16.5208156907157 49.2164377879668,16.5209813590388 49.2162095650811,16.5213110257943 49.2157813135707,16.5214429670923 49.2156161785245,16.521475629897 49.2155836983663,16.521522356275 49.2155525053688,16.5215589425283 49.2155365708895,16.5215797494379 49.2155320356562,16.521588730553 49.2155312583296,16.5216359385187 49.2155321952272))","329","0","0"
"LINESTRING ((16.5217932508832 49.2222078723335,16.521733616138 49.2218177896224,16.5217123819216 49.2217107927354,16.5216737245665 49.2216080668795,16.5216203655368 49.2215123397173,16.5215703877917 49.2214385650847,16.521467769534 49.2213202248377,16.5212149647178 49.2210797772122,16.5211699404326 49.2210425411696,16.5211184439591 49.2210167826345,16.520983477323 49.2210037745408))","336","0","0"
"LINESTRING ((16.5313429640712 49.2263164804412,16.531365621875 49.226185486771,16.5313699502801 49.2261164139034,16.5313211110463 49.2257431250974,16.5311097711432 49.2247785562665,16.5310325765892 49.2244851056796,16.5308467542894 49.2238962283094,16.5307350787103 49.2236108054646,16.530663504926 49.2234351453239,16.5305463993764 49.2232109096582,16.5303646509726 49.2229114846431,16.5302747671444 49.2227860406844,16.5301416602968 49.2226136695572,16.5298511013504 49.2222826002041,16.5296588108611 49.2220857516735,16.5295109941415 49.2219453997206,16.5292825467067 49.2217690411767,16.5289473570499 49.2215578205139,16.5286721576966 49.2214076070475,16.5284629696456 49.2212988403159,16.5282064842208 49.2211782144531,16.528001221684 49.2210971096657,16.527905688614 49.2210587970913,16.5275683726428 49.2209473777058,16.5271648886383 49.2208252178612,16.5267798692116 49.2207167340879,16.5264332123694 49.2206341147373,16.5262257354894 49.2205990369105,16.5259330240247 49.2205723166575,16.5255879319769 49.2205861737043,16.5253756312665 49.2206153105938,16.5252298336606 49.2206453967142,16.5251534563764 49.2206727693277,16.5250934489086 49.2206988706678,16.5249372607446 49.2207725475904,16.5248384537536 49.2208242773163,16.5246841059168 49.2209216957428,16.5245497963248 49.2210231710963,16.5242973188868 49.221262646396,16.5242294569995 49.2213316967652,16.5241865329649 49.2213679756551,16.5239968455812 49.2215364994118,16.5237434637707 49.2217258845759,16.5232236029161 49.2219993250797,16.5230205950021 49.2220746247572,16.5228325569355 49.2221305513563,16.5226385629785 49.2221766435531,16.5222226272302 49.2222616706018,16.5221352533912 49.2222779419934,16.5220523570151 49.2222905535119,16.5219626507021 49.2222967976422,16.52195819264 49.222282094169,16.521953310455 49.2222691718996,16.5219444651258 49.2222559648083,16.5219319796514 49.2222422258037,16.5219116874152 49.2222289231207,16.5218867170116 49.2222179994254,16.5218407725216 49.2222102785117,16.5217932508832 49.2222078723335))","322","15","10"
"LINESTRING ((16.5216359385187 49.2155321952272,16.5216618091786 49.2151693095824,16.52167571604 49.2147506578649,16.5216880332238 49.214119671496,16.5216833457732 49.2136047048909,16.5216684876082 49.2127947413683,16.5216547619688 49.2125078123739,16.5216132994773 49.2121123349388,16.5215403249613 49.2115638938239,16.5215154443669 49.2113645462705,16.5214524759409 49.2110125874377,16.5213724575437 49.2105472092869,16.5213176632421 49.2102601620967,16.5212139893381 49.2098160127653,16.5210891549531 49.2093241588253,16.5209459323459 49.2088139270255,16.520871058884 49.2085645930425,16.5206652197004 49.2079153435629,16.5203588740651 49.20710452467,16.5201470897163 49.2065846047808,16.5198189084368 49.2058911305076,16.5194235898073 49.2050704976479,16.5191198037553 49.2045386028289,16.5185200163889 49.2035339405547,16.5181636347149 49.203015959518,16.5177779224803 49.2024763088736,16.5171964637023 49.2017009206727,16.5172141379902 49.2015949900638,16.5169169954638 49.2012205397919,16.5168286071001 49.2011049295604,16.5167360153539 49.2009814192966,16.5165064365772 49.2007026316561))","312","20","0"
"LINESTRING ((16.490258536998 49.2076150832416,16.4904493550816 49.207591978071,16.4915270242976 49.2074739295066,16.4922638425133 49.2074091800646,16.4943448403856 49.2071905877477,16.4946739404796 49.2071595878149,16.4948688712912 49.2071473553573,16.4951928323619 49.207129735417,16.4962604361531 49.2070807594845,16.4976337062263 49.207015366396,16.4981254825411 49.2069932335955,16.4987470130839 49.2069646740664,16.4996640320599 49.2069227673145,16.5005177118997 49.2068748593986,16.5008722729855 49.2068327335519,16.5010823846543 49.2067954093631,16.5017322946057 49.2066799726229,16.5021086326218 49.2066058441929,16.5041146046125 49.2062299899947,16.5057357065398 49.2059362256703,16.5073304911792 49.2056353959835,16.5078834697432 49.2055484085865,16.509438926245 49.2054544319388,16.5095537532371 49.2054469070459,16.5097838660427 49.2054221651166,16.5099997203439 49.2053725183389,16.5101671837529 49.2053298138234,16.5116025829513 49.2049383188728,16.5118495471684 49.2048500011635,16.512872731252 49.2043363357382,16.5139334238123 49.203795498474,16.514313333649 49.2035499829765,16.5144815477057 49.2034189274136,16.5149391309402 49.2028891371937,16.5154510722373 49.2022817349894,16.5160858223562 49.201460324024,16.5163520477663 49.2010686134643,16.5164654256586 49.2009004274494,16.5165064365772 49.2007026316561))","313","15","0"
"LINESTRING ((16.4873957409204 49.207100628606,16.4875073826742 49.207143846183,16.4875828791072 49.2071811177738,16.4876648299781 49.2072317898728,16.4877164760486 49.2072573050201,16.4878154352622 49.2072946348746,16.4879251793694 49.2073359967229,16.487975272864 49.2073509966206,16.4880114668689 49.207358302827,16.4880564056442 49.207365333033,16.4881078464416 49.2073722878585,16.4882065800332 49.2073812855182,16.4883921792138 49.2073918234628,16.488594479358 49.2074015714277,16.4888138931916 49.2074121873651,16.4890581091631 49.2074255808079,16.489267869452 49.207450971479,16.4894283078602 49.2074823154315,16.4897293603357 49.2075520814525,16.4899358324538 49.2075987651659,16.4900322631505 49.2076149233499,16.4900848223849 49.2076201483414,16.4901449813822 49.2076212153389,16.4901962689016 49.207620016334,16.490258536998 49.2076150832416))","317","0","0"
"LINESTRING ((16.4873957409204 49.207100628606,16.4872881890996 49.207063494742,16.4872557055464 49.2070546457521,16.4872302781462 49.2070498322224,16.4871934356636 49.2070439265668,16.4870636969573 49.2070296229116,16.4868332657279 49.2070040082681,16.4865755490846 49.2069764312261,16.4862119827347 49.2069353620466,16.486080797088 49.2069173345813,16.4859196905748 49.2068982409507,16.4857178871097 49.2068781202925,16.4856330722734 49.2068709355169,16.4855521739383 49.2068667462902,16.4854443211505 49.2068668607328,16.4853465407085 49.2068711371162,16.4852452430368 49.2068823977203,16.4851714271945 49.2068952727689,16.4850967278154 49.2069134217017,16.4845799378707 49.2070625234077,16.484239731513 49.2071581028451))","320","0","0"
"LINESTRING ((16.484239731513 49.2071581028451,16.4842811525468 49.2072248603195,16.4844251555782 49.2074128015559,16.4845325594218 49.2075422929815,16.4846429757031 49.2076472133322,16.4849529547773 49.2079059836025,16.4850311220333 49.2079899483019,16.4850763467398 49.2080406046303,16.4851021585028 49.208077742465,16.4851190690187 49.2081127927098,16.4851294957326 49.2081494573775,16.4851334137693 49.2081755218298,16.4851300009221 49.2082263894436,16.4850965312737 49.2085003548072,16.4850664997318 49.2086614854605,16.4850661413738 49.2087312086459,16.4850696664191 49.2087950594443,16.4850730268133 49.2088524753451,16.4850883962705 49.2089568923042,16.4851531253522 49.2092216356826,16.4851988241876 49.2094746973873,16.485190832181 49.2095619647086,16.4851592332464 49.2096829968987,16.4848288226959 49.2106740697193,16.484722850233 49.2109665322015,16.4846962133399 49.2110463975204,16.4846682306273 49.2111054494338,16.4846451483829 49.2111443180701,16.4846267336159 49.2111676908853,16.4845843967129 49.2112044510937,16.4845331646626 49.2112349627246,16.4844760873645 49.211260802087,16.4844460707159 49.2112706753343,16.4844166968526 49.2112791021188,16.4842658572766 49.2113030653503))","318","0","0"
"LINESTRING ((16.4842658572766 49.2113030653503,16.4842949447006 49.2113667281616,16.4843199245296 49.211374884377,16.4843474850844 49.2113759617942,16.4844896998291 49.2113601262074,16.4848216673923 49.2113302085679,16.485010441927 49.2113218005921,16.4852845845354 49.2113213584615,16.4859808966848 49.2113038134104,16.4863879835026 49.211305608982,16.4870589032715 49.2113051118801,16.4872822381206 49.2113074262523,16.4881554776474 49.2112952960382,16.4883244607107 49.2113045481439,16.4886451194925 49.211302719431,16.4898706657314 49.2112932830285,16.4901567303669 49.211275394156,16.4904950264496 49.2112424414335,16.4908386283073 49.21120995949,16.491164832318 49.2111510771942,16.4916618192972 49.2110510912947,16.4929597934767 49.2107012522795,16.4930160062157 49.2106912687224,16.4930661215815 49.2106863654301,16.4931629011296 49.2106856286893))","316","0","0"
"LINESTRING ((16.4931629011296 49.2106856286893,16.4931603794396 49.2105934451449,16.4931378252478 49.2104831769769,16.4931139370103 49.2104072799293,16.4930758198734 49.210312448669,16.4930266243554 49.2102252346863,16.492973247882 49.2101390772642,16.4928912900073 49.2100207417183,16.4925312341226 49.2095733083554,16.4923775443948 49.2094017817775,16.4919254434601 49.2089169743618,16.4917031919192 49.2086914882217,16.4915249973545 49.2085401821779,16.491089661891 49.2082316243846,16.4906972747858 49.2079601658736,16.4903183287439 49.2077065886543,16.4902950090913 49.207688357594,16.4902755940878 49.2076674218143,16.4902656693975 49.207647529963,16.490258536998 49.2076150832416))","315","0","0"
"LINESTRING ((16.484239731513 49.2071581028451,16.4839001013899 49.2072469378878,16.4838709503822 49.2072519879378,16.4838322327617 49.2072556261534,16.4837596294028 49.2072538416554,16.4836942385119 49.2072510379765,16.4836111353593 49.2072435225296,16.4835476531517 49.2072326236695,16.4834694204133 49.2072125218358,16.4833988029676 49.2071881730348,16.483234978231 49.2071284418917,16.4831675894357 49.2070889459849,16.4830118476213 49.2070007563717,16.4829331458106 49.2069579134544,16.4828302952794 49.2069051009002,16.4827634540254 49.2068738764963,16.4826170151925 49.2068216371885,16.4825076352606 49.2067929613173,16.482419838779 49.2067722611426,16.4823401044437 49.2067586544457,16.482250961536 49.2067468134,16.4820020935385 49.2067389507769,16.4818131548878 49.2067392893374,16.4816811345007 49.2067427275781,16.4814815667334 49.2067562326368,16.4813981457172 49.2067638004768,16.4812998337751 49.2067753629528,16.481191024897 49.2067902410554,16.481056366865 49.2068168290715,16.4810345008545 49.2067726462116,16.4810083902438 49.2067513172622,16.4809740704601 49.2067328353417,16.4809357652739 49.2067224799959,16.4808492843197 49.2067153526831,16.4801752943716 49.2066910086145,16.480061261795 49.2066851548561,16.4799737471553 49.2066841946601,16.4798499754333 49.2066894909228,16.4797507856487 49.2066939325508,16.4796765776854 49.2066926632036,16.4795935990896 49.2066860583778,16.47944866499 49.2066734568444,16.4792261221004 49.2066485752341,16.4791272133431 49.2066414568529,16.4789252256701 49.2066339760774,16.4787469549408 49.2066250356001,16.4784821987112 49.2065982903476,16.4782668593962 49.2065592697358,16.4780474387231 49.2065017711537,16.4778347352485 49.2064560096684,16.4777385448482 49.2064305400799,16.4776598780636 49.2063985516796))","321","0","0"
"LINESTRING ((16.4842658572766 49.2113030653503,16.4842108404455 49.2113059749936,16.4837559782864 49.2113126499698,16.4817308018331 49.2113451493635,16.4807055994594 49.2113615864368,16.4805782601596 49.2113622309721,16.4804128887927 49.2113552356459,16.4801998408005 49.2113313301369,16.4800508701895 49.2113046709583,16.4797582650565 49.211252966301,16.4796208207935 49.2112357211857,16.4795766532701 49.2112313216501,16.4794887409944 49.2112311201048,16.4794150087236 49.2112356208694,16.4793490911362 49.211249269191,16.4792745737906 49.2112696535354,16.4791378512042 49.2113149810383,16.4786984577378 49.2115138323623,16.4785502623327 49.2115718221356,16.4784184679288 49.2116101486411,16.4782819325997 49.2116432305275,16.4780260753162 49.2116848859817,16.4755882234084 49.2120843642896,16.4751217228485 49.2121880801838,16.4739022083497 49.212530578824,16.4734030844052 49.2126613590907,16.4732367583765 49.2126935205384,16.4731685765259 49.2126984172059,16.4730983092369 49.2126933570221,16.4729203941446 49.2126719592331,16.4726850936603 49.2126133355483,16.4725757793628 49.2125956563222,16.4724652729278 49.2125962740588,16.4723707866681 49.2126017365281,16.4720962520331 49.2126407316611,16.4719068785 49.212667621663,16.4714489660987 49.2127535592416,16.4709307233209 49.2128755973448,16.4698718120017 49.2132308464108,16.469548859622 49.2133264996572,16.4694589090327 49.2133384112846,16.4693730262257 49.2133260901532,16.4692832039512 49.2132926504479,16.4692360883842 49.2132500291928,16.469218301779 49.2131776402011,16.4692422421734 49.2131241978992,16.4692889922667 49.2130687169274,16.4694108618587 49.2129892279423,16.4703592112885 49.2126125389972,16.4704686020944 49.2125517634858,16.4705094138425 49.2125203800906,16.4705251845435 49.2125021923158,16.4705335534975 49.2124857330297,16.4705415206737 49.2124657437114,16.4705478014056 49.2124304615207,16.4705447693605 49.21239364903,16.4705361255055 49.2123662479985,16.4705123889468 49.2123354709094,16.4704856295148 49.2123053445413,16.4704479331247 49.2122810615568,16.4704011321465 49.2122624825428,16.4703423845048 49.2122444089467,16.4702891539653 49.2122356709492,16.4702030043267 49.2122275830601,16.4701396693924 49.2122275437831,16.4693416285357 49.2122646156107,16.4681467749289 49.2123246106548,16.4680704271574 49.2123266541981,16.4679749335197 49.212326187211,16.4678781008037 49.2123199603679,16.4678085335463 49.2123122966227,16.4676557029955 49.2122865914808,16.4676017650239 49.2122751595735,16.4672469081389 49.2121733860609,16.4671445516071 49.2121486578743,16.4670815134499 49.2121365698834,16.4669742505481 49.212120996121,16.4667990192225 49.2121045224857,16.4667518609186 49.2121007438212,16.46668474341 49.2120992991753,16.4661195868052 49.2120978024401,16.4653789922529 49.212093065785,16.465162669665 49.2120774725538,16.4650015961799 49.2120560457918,16.4648411308472 49.2120309986736,16.4637225302608 49.2118056885693,16.4623590577632 49.2115191037244,16.4622442778425 49.211496750029,16.4621633713697 49.2114831897693,16.4620823166535 49.21147462167,16.4619647245091 49.2114644047962,16.4616937508987 49.2114602252793,16.4610968541537 49.2115098271448,16.4608657848852 49.2115360713392,16.4607764102745 49.2115521158902))","319","0","0"
"LINESTRING ((16.4931629011296 49.2106856286893,16.4931634198223 49.210790604757,16.4931324281264 49.2109518476272,16.4930800844423 49.2111086616961,16.4930413270907 49.2112057501386,16.4929795500644 49.2113397226946,16.4929183008628 49.2114449654446,16.4927635033625 49.2116776463354,16.492561476131 49.2119606698894,16.4924686542682 49.2121159327181,16.4923591408306 49.2123189376324,16.4923222101762 49.2124067489082,16.4922990354399 49.212484149946,16.4922819410431 49.2125763716969,16.4922712785082 49.2126986374659,16.4922800649991 49.2127657601979,16.4923045128232 49.2128341890455,16.492325010892 49.2129055908378,16.4923546448159 49.2129818103514,16.4924014575784 49.213046146684,16.4924588843888 49.2131188445582,16.4925167731273 49.2131739349923,16.4925835609545 49.2132294837871,16.4926880695525 49.2133088206669,16.492808356516 49.2134011417915,16.4934343085402 49.2138623350483,16.4935392549195 49.2139464970167,16.4935926435978 49.2139946595982,16.4936253399608 49.2140286707725,16.4936893522173 49.2141098921853,16.4937769408661 49.2142548655942,16.4938335999035 49.2143626980094,16.493874683783 49.2145083113003,16.4938825036618 49.2146307284592,16.4938752819294 49.2147101802092,16.4938562214782 49.2148240626951,16.4938245330102 49.2149102606845,16.4937792722602 49.2149942172896,16.4936648802133 49.2151851126356,16.4935400875439 49.2153688378742,16.493375087308 49.2156261172823,16.4933020531053 49.2157373892482,16.4932601500088 49.2158186016179,16.4932065527676 49.2159383259793,16.4931594428552 49.2161405675591,16.4931495594778 49.2162994368353,16.4931584065946 49.2164209056593,16.4931693885828 49.2164894433153,16.4931778776663 49.2165548889434,16.4932037072651 49.2166360363782,16.4932406855257 49.2167345667452,16.4936304873654 49.2177186292685,16.4936819113143 49.2179159255428,16.4936959130618 49.2181013246441,16.4936970884022 49.2182120378748,16.493676758008 49.2183839072739,16.4936085919578 49.2186527834139,16.4933577225567 49.2195265981414,16.4933256102839 49.2197044061498,16.4933248714513 49.2197682209084,16.4933438146065 49.219861312357,16.4933862681006 49.2199872121618,16.4934300404301 49.2200854341104,16.4934677970955 49.2201436910521,16.4935131450742 49.220206925962,16.4935577683367 49.2202645904711,16.4936619917583 49.2203721295866,16.493723049977 49.2204231944698,16.4938093894636 49.2204849405301,16.4939440194141 49.2205552207095,16.4940692716929 49.2206146952228,16.4941848869146 49.2206558369506,16.4943164318787 49.2206950467757))","314","15","0"
